ticket_id,requester_email,requester_name,ticket_type,subject,description,priority,status,channel,created_at,first_response_at,solved_at,updated_at,first_reply_time,full_resolution_time,satisfaction_rating
ticket_739b8893-dd9a-4d2d-b7e3-da807fe63728,bui_phuc29065@gmail.com,Phúc Bùi,Performance / Speed,Frequent crashes on Android,Main screen takes 15+ seconds to load on WiFi.,High,Closed,Chat,2025-12-06 17:42:12,2025-12-09 08:28:48,2025-12-10 10:26:24,2025-12-10 10:26:24,62.06,87.87,
ticket_bfea0066-8417-4c05-83fb-eb7d3ecc0066,huy_le81072@gmail.com,Huy Lê,Feature Usage Help,How to enable daily reminders?,I can't find where my streak or progress is displayed.,Urgent,Closed,social_media,2025-12-06 18:39:09,2025-12-07 03:35:57,2025-12-07 23:02:45,2025-12-07 23:02:45,8.88,28.21,
ticket_44441627-ddd1-49bc-b4d7-1bdadb2f624b,thao_pham29455_at_gmail.com,Thảo Phạm,Integration Errors,Google Calendar sync failed,Strava activities not showing up in the app.,High,Pending,Web,2025-12-06 18:40:19,,,2025-12-09 10:40:19,,,
ticket_d0f1c0f4-bd9c-4593-b1e1-25f8e54b08cd,ho_lan33946@gmail.com,Lan Hồ,Feedback / Complaint,Content quality dropped recently,The interface looks old compared to other apps.,Low,Solved,Web,2025-12-06 18:52:28,2025-12-07 00:07:04,2025-12-08 19:48:28,2025-12-08 19:48:28,4.31,48.45,1.0
ticket_e3288605-de34-42e1-a5f0-ab6fdb340137,dung_vu76004@gmail.com,Dung Vũ,Device / Compatibility,UI broken in tablet mode,App force closes immediately on my iPhone with iOS 19.,Normal,Solved,Web,2025-12-06 19:31:13,2025-12-09 01:23:13,2025-12-10 03:46:37,2025-12-10 03:46:37,52.9,79.64,1.0
ticket_f578cfa1-6050-4a4e-96eb-f7fad56500f9,huy_bui47396@gmail.com,Huy Bùi,Device / Compatibility,Dark mode text unreadable,App force closes immediately on my iPhone with iOS 19.,Urgent,Solved,social_media,2025-12-06 19:34:31,2025-12-09 07:10:19,2025-12-09 18:26:07,2025-12-09 18:26:07,59.33,70.36,1.0
ticket_d47879a1-38cd-4c61-9598-00f92b27b854,khoa.pham19835@gmail.com,Khoa Phạm,Feature Usage Help,Where is my progress tracker?,How do I download all my workout history as CSV?,Normal,Solved,Email,2025-12-06 20:08:35,2025-12-07 22:33:01,2025-12-08 02:09:23,2025-12-08 02:09:23,25.79,29.78,2.0
ticket_4d100e02-b6f2-49ee-871d-1394cc79dd15,pham_vy74297@gmail.com,Vy Phạm,Performance / Speed,Sync takes minutes,Videos keep buffering even on fast internet.,High,Open,Web,2025-12-06 20:09:42,2025-12-06 22:09:42,,2025-12-08 22:09:42,2.0,,
ticket_0b14fe51-3fca-4566-b02d-861ea438a85b,nguyen_hung70458@gmail.com,Hùng Nguyễn,Device / Compatibility,UI broken in tablet mode,Dark mode makes text hard to read on Pixel phone.,High,New,social_media,2025-12-06 20:22:04,,,2025-12-09 19:22:04,,,
ticket_1d6f2cbc-b5df-4853-9588-92a482c8258b, huy.bui17353@gmail.com,Huy Bùi,Device / Compatibility,Incompatible with Android 15,Doesn't open properly on Samsung Galaxy S23 Ultra.,Urgent,Open,Web,2025-12-06 21:48:52,2025-12-06 23:48:52,,2025-12-09 19:48:52,2.0,,
ticket_3c871f34-b760-448e-aef1-0c43d5017e72,pham.nhi18937@gmail.com,Nhi Phạm,Feedback / Complaint,Content quality dropped recently,Updates lately made content less helpful than before.,High,Closed,social_media,2025-12-06 21:52:29,2025-12-06 23:46:41,2025-12-09 11:39:05,2025-12-09 11:39:05,1.12,61.66,
ticket_7b36be48-56a8-4716-a640-440e9e0d1055,bui_tuan64165@gmail.com,Tuấn Bùi,Performance / Speed,High battery usage,Videos keep buffering even on fast internet.,High,Closed,Web,2025-12-06 22:02:48,2025-12-08 03:14:12,2025-12-08 21:04:00,2025-12-08 21:04:00,28.64,46.92,1.0
ticket_d6bbb4a8-1288-4b3d-bd8a-28dd5017b8cc,nguyen_nhi77488@gmail.com,Nhi Nguyễn,Device / Compatibility,UI broken in tablet mode,Doesn't open properly on Samsung Galaxy S23 Ultra.,Urgent,Solved,social_media,2025-12-06 22:09:40,2025-12-07 13:58:16,2025-12-07 15:46:52,2025-12-07 15:46:52,15.26,16.72,3.0
ticket_6beb0e37-7130-4a80-9853-a4f81f09d0b5, bui.huy40839@gmail.com,Huy Bùi,Performance / Speed,Video buffering forever,Main screen takes 15+ seconds to load on WiFi.,Urgent,Solved,Email,2025-12-06 22:11:00,2025-12-08 01:26:36,2025-12-10 13:05:12,2025-12-10 13:05:12,26.44,86.82,1.0
ticket_5ddc426a-9516-4cc4-9931-518be0128ef0,hung_vu12182@gmail.com,Hùng Vũ,Billing & Payment Issues,Payment failed but money deducted,Money was taken but subscription status not updated. Order ID attached.,Urgent,Closed,Chat,2025-12-06 22:32:05,2025-12-07 12:36:17,2025-12-07 20:58:17,2025-12-07 20:58:17,13.12,21.52,1.0
ticket_6bb8c024-67b2-4f24-a99e-04f0272ad345,do.anh37638@gmail.com,Anh Đỗ,Feature Usage Help,Where is my progress tracker?,Please tell me how to turn on daily push notifications.,High,Pending,social_media,2025-12-06 22:42:23,2025-12-07 06:42:23,,2025-12-07 08:42:23,8.0,,
ticket_734110f2-fcae-4607-8cac-ad23e9277962,le_duc52169@gmail.com,Đức Lê,Feedback / Complaint,Content quality dropped recently,"Ads appear too frequently in free plan, very annoying.",High,Solved,Web,2025-12-07 08:38:40,2025-12-08 14:48:04,2025-12-10 04:58:16,2025-12-10 04:58:16,29.49,68.31,1.0
ticket_cdd8e5c3-2775-4fd7-9f08-c5cd04c2839a,anh.vu47364@gmail.com,Anh Vũ,Feature Usage Help,Where is my progress tracker?,Please tell me how to turn on daily push notifications.,High,Solved,Web,2025-12-07 09:50:42,2025-12-08 00:06:06,2025-12-08 10:32:18,2025-12-08 10:32:18,13.59,24.06,2.0
ticket_6bee7b35-d3ef-46cd-a3d0-6a527655c22b, anh_ho41698@gmail.com,Anh Hồ,Integration Errors,Google Calendar sync failed,Strava activities not showing up in the app.,Urgent,Solved,social_media,2025-12-07 10:05:37,2025-12-08 17:05:37,2025-12-10 22:21:49,2025-12-10 22:21:49,31.0,83.52,
ticket_d930ffcc-8128-49aa-81cc-7062b6e36253,do.dung62770@gmail.com,Dung Đỗ,Billing & Payment Issues,Charged but still on free plan,Money was taken but subscription status not updated. Order ID attached.,Urgent,Closed,social_media,2025-12-07 10:18:24,2025-12-07 20:09:36,2025-12-08 04:29:00,2025-12-08 04:29:00,9.32,17.66,
ticket_dd4983a2-a5f8-476f-b2d2-74fc0100152e,huong.tran96681@gmail.com,Hương Trần,Feedback / Complaint,Support reply too slow,The interface looks old compared to other apps.,Urgent,Open,Chat,2025-12-07 11:46:33,2025-12-07 13:46:33,,2025-12-08 13:46:33,2.0,,
ticket_b3057040-74fc-405d-9c1f-2e5148b58c83,le_duc39235@gmail.com,Đức Lê,Billing & Payment Issues,Charged but still on free plan,Saw double charge on statement this month.,Urgent,Closed,Web,2025-12-07 11:50:34,2025-12-09 18:06:46,2025-12-09 18:47:46,2025-12-09 18:47:46,54.12,54.62,1.0
ticket_30ac1041-7618-48df-b83f-0a204bf9c936,anh_dang52904@gmail.com ,Anh Đặng,Feedback / Complaint,UI feels outdated,Updates lately made content less helpful than before.,Normal,New,Email,2025-12-07 12:32:41,2025-12-07 13:32:41,,2025-12-08 13:32:41,1.0,,
ticket_32c27785-07d0-430d-9a22-51e3cec55926, phan_huong74355@gmail.com,Hương Phan,Performance / Speed,App loads very slowly,Main screen takes 15+ seconds to load on WiFi.,Urgent,Pending,social_media,2025-12-07 12:39:47,2025-12-07 20:39:47,,2025-12-08 09:39:47,8.0,,
ticket_e8669eb6-2075-43fe-be5d-5d0f737cc119,dang_vy94412@gmail.com,Vy Đặng,Integration Errors,Webhook returns 500,Apple Health data not syncing after granting permission.,High,Open,social_media,2025-12-07 13:25:49,,,2025-12-08 19:25:49,,,
ticket_8a081132-3e71-4948-998b-98b76b27c4ee,vy.bui47310@gmail.com,Vy Bùi,Integration Errors,Apple Health not connecting,Strava activities not showing up in the app.,High,Solved,Web,2025-12-07 13:50:58,2025-12-07 15:35:34,2025-12-09 22:04:58,2025-12-09 22:04:58,1.26,55.4,1.0
ticket_717d269c-5ad0-42de-b087-516266538281,dang_lan32961@gmail.com,Lan Đặng,Performance / Speed,App loads very slowly,Main screen takes 15+ seconds to load on WiFi.,Urgent,Closed,Web,2025-12-07 14:11:52,2025-12-07 19:08:40,2025-12-10 20:42:16,2025-12-10 20:42:16,4.88,78.14,
ticket_6615afe2-6f8c-4566-b661-3384812eec26,phong.dang16017@gmail.com ,Phong Đặng,Login & Authentication,2FA code always invalid,Tried reset password but no email arrived in inbox or spam.,Low,Pending,social_media,2025-12-07 14:11:58,,,2025-12-08 05:11:58,,,
ticket_37c77651-a5b6-4b6e-896a-352e9c5d75fd,do.huy51117@gmail.com,Huy Đỗ,Feature Usage Help,Guide to create custom plan,Please tell me how to turn on daily push notifications.,High,Pending,Email,2025-12-07 14:17:07,2025-12-07 16:17:07,,2025-12-09 03:17:07,2.0,,
ticket_8002c3fb-ee7c-43ce-8a48-f323ca645dc4,anh_le63009@gmail.com,Anh Lê,Feedback / Complaint,Missing dark mode,The interface looks old compared to other apps.,High,Solved,social_media,2025-12-07 14:23:44,2025-12-07 19:36:08,2025-12-09 20:37:32,2025-12-09 20:37:32,4.49,53.68,1.0
ticket_44c70ccd-f66f-427a-8e45-2fb6ca2e3742,tuan_vu94495@gmail.com,Tuấn Vũ,Feedback / Complaint,UI feels outdated,The interface looks old compared to other apps.,Low,Closed,Email,2025-12-07 14:30:03,2025-12-07 21:59:41,2025-12-09 05:06:39,2025-12-09 05:06:39,7.04,37.81,2.0
ticket_7b66729f-daa4-4f78-afd5-4e87c696ab78,DANG.PHUONG37426@GMAIL.COM,Phương Đặng,Device / Compatibility,Dark mode text unreadable,App force closes immediately on my iPhone with iOS 19.,Low,Open,Chat,2025-12-07 14:34:14,,,2025-12-09 03:34:14,,,
ticket_2b90e1c2-ded2-47ca-b323-5db410fc56ea,bui_hung30575@gmail.com,Hùng Bùi,Feature Usage Help,Guide to create custom plan,I can't find where my streak or progress is displayed.,Low,Solved,Chat,2025-12-07 14:47:31,2025-12-07 16:05:55,2025-12-08 16:36:31,2025-12-08 16:36:31,1.04,25.65,1.0
ticket_d23142ec-1912-4038-90b1-1034b987962f,anh_bui19878@gmail.com,Anh Bùi,Feedback / Complaint,Missing dark mode,"Ads appear too frequently in free plan, very annoying.",High,Closed,Email,2025-12-07 15:35:32,2025-12-12 10:37:08,2025-12-12 11:37:08,2025-12-12 11:37:08,115.03,115.79,2.0
ticket_2cac246c-2e78-4177-a61a-4c655c911798,hung.phan35234@gmail.com,Hùng Phan,Device / Compatibility,App crashes on iOS 19,Dark mode makes text hard to read on Pixel phone.,Normal,New,Email,2025-12-07 16:05:59,,,2025-12-09 00:05:59,,,
ticket_6558ef9e-1b64-4b1e-9817-08c690febe38,linh.dang52106@gmail.com,Linh Đặng,Login & Authentication,Account locked after failed attempts,2FA code keeps saying invalid though it's correct.,Normal,Open,social_media,2025-12-07 16:26:27,,,2025-12-10 13:26:27,,,
ticket_75f4132e-7940-4a9d-933b-37cd9e4857b4,tran_anh64234@gmail.com,Anh Trần,Login & Authentication,How to change email on account,2FA code keeps saying invalid though it's correct.,Normal,Solved,social_media,2025-12-07 16:37:17,2025-12-08 02:02:41,2025-12-08 03:29:41,2025-12-08 03:29:41,8.99,10.79,2.0
ticket_0dfc9019-9575-4dae-a512-f2547b3bed41,phan.dung90387@gmail.com,Dung Phan,Performance / Speed,Sync takes minutes,App crashes every time I open a long workout session.,Urgent,Closed,social_media,2025-12-07 16:48:54,2025-12-08 21:53:54,2025-12-09 02:04:06,2025-12-09 02:04:06,28.45,32.97,2.0
ticket_bee74842-1f99-4c28-805d-d5403087fc31,phuong_le50581@gmail.com,Phương Lê,Feedback / Complaint,Too many ads in free version,Updates lately made content less helpful than before.,High,Solved,Email,2025-12-07 17:08:33,2025-12-07 22:12:58,2025-12-08 08:59:33,2025-12-08 08:59:33,4.84,15.25,3.0
ticket_a916411c-c677-484e-a861-4d6f1080c6fa,le.minh91453@gmail.com,Minh Lê,Integration Errors,Webhook returns 500,Apple Health data not syncing after granting permission.,Normal,Closed,Web,2025-12-07 17:29:11,2025-12-08 09:39:47,2025-12-11 20:25:11,2025-12-11 20:25:11,15.56,98.75,1.0
ticket_2331c3f6-f786-4d41-98ca-89db253f3ec6, dang.linh63345@gmail.com,Linh Đặng,Billing & Payment Issues,Subscription not renewed automatically,Want to cancel and get partial refund for unused period.,High,Closed,Web,2025-12-07 17:46:07,2025-12-08 20:05:55,2025-12-08 20:41:55,2025-12-08 20:41:55,25.78,26.28,2.0
ticket_a9cf5ae2-3301-452d-b95e-5bcdedf72f37,tran_vy57175@gmail.com,Vy Trần,Device / Compatibility,Dark mode text unreadable,Doesn't open properly on Samsung Galaxy S23 Ultra.,Urgent,Solved,Web,2025-12-07 17:46:55,2025-12-10 07:02:19,2025-12-10 18:06:55,2025-12-10 18:06:55,60.74,71.65,1.0
ticket_299af380-e281-49c6-b5b4-9c3736f323f7,nguyen_huong21538@gmail.com,Hương Nguyễn,Performance / Speed,Sync takes minutes,App crashes every time I open a long workout session.,Normal,Open,social_media,2025-12-07 17:58:53,2025-12-07 19:58:53,,2025-12-08 21:58:53,2.0,,
ticket_8b6e62ff-ee1f-437b-b4c8-fad34423f4cb,phong_vu72019@gmail.com,Phong Vũ,Feature Usage Help,Guide to create custom plan,Please tell me how to turn on daily push notifications.,High,Solved,social_media,2025-12-07 18:09:04,2025-12-08 03:20:40,2025-12-08 23:47:16,2025-12-08 23:47:16,8.46,28.67,2.0
ticket_cbd5e542-b039-48fc-8d2b-c67ba4c606c0,minh.tran21059@gmail.com,Minh Trần,Feature Usage Help,How to enable daily reminders?,Please tell me how to turn on daily push notifications.,Low,Solved,Chat,2025-12-07 18:46:18,2025-12-07 21:31:06,2025-12-08 07:43:18,2025-12-08 07:43:18,2.38,12.8,2.0
ticket_92374156-f97a-40b3-bc92-7b858bbf1268,nguyen.khoa96337@gmail.com,Khoa Nguyễn,Integration Errors,Webhook returns 500,Strava activities not showing up in the app.,Urgent,Solved,Email,2025-12-07 18:54:10,2025-12-08 17:14:56,2025-12-13 07:48:22,2025-12-13 07:48:22,21.96,131.97,2.0
ticket_4f893f5c-47da-4f17-be7d-0710332a5189,phong.bui73079@gmail.com,Phong Bùi,Device / Compatibility,Incompatible with Android 15,Dark mode makes text hard to read on Pixel phone.,Urgent,Closed,Chat,2025-12-07 19:14:17,2025-12-10 04:34:41,2025-12-11 06:43:53,2025-12-11 06:43:53,56.79,83.36,2.0
ticket_6a36f4ff-ba20-4a40-8a71-abd536c181f3,nguyen_quynh95083@gmail.com,Quỳnh Nguyễn,Device / Compatibility,Incompatible with Android 15,App force closes immediately on my iPhone with iOS 19.,Low,Solved,Web,2025-12-07 19:23:48,2025-12-08 09:14:48,2025-12-10 10:44:12,2025-12-10 10:44:12,13.1,62.94,
ticket_c4089853-5e16-4007-a065-33976949b532,phan.phong16529@gmail.com,Phong Phan,Performance / Speed,Video buffering forever,Videos keep buffering even on fast internet.,Normal,Open,Chat,2025-12-07 20:01:16,,,2025-12-09 21:01:16,,,
ticket_336bdbea-6faf-4e84-a8de-516b6fd55ce3,huong.dang33385@gmail.com,Hương Đặng,Integration Errors,Webhook returns 500,Tried connecting Google Calendar but fails with error 403.,Urgent,Solved,Chat,2025-12-07 20:16:39,2025-12-08 12:02:27,2025-12-11 04:50:15,2025-12-11 04:50:15,15.23,79.96,
ticket_cccdbe4d-cf99-42a2-b888-16cec8364ed7,anh.do34003@gmail.com,Anh Đỗ,Integration Errors,Strava import error,Apple Health data not syncing after granting permission.,Normal,Solved,Web,2025-12-07 20:25:29,2025-12-08 01:26:53,2025-12-09 19:57:29,2025-12-09 19:57:29,4.54,46.8,2.0
ticket_6a4a8c82-3b7b-429b-8de9-a6d8ff4da73b,nguyen_thao12460@gmail.com,Thảo Nguyễn,Feature Usage Help,How to export all data,How do I download all my workout history as CSV?,Normal,Solved,Email,2025-12-07 20:50:07,2025-12-08 21:47:51,2025-12-09 01:55:07,2025-12-09 01:55:07,24.03,28.55,
ticket_8a234300-4d8d-4f5e-9001-64a47777771e,tran_vy95736@gmail.com,Vy Trần,Login & Authentication,Cannot reset password - no email received,Tried reset password but no email arrived in inbox or spam.,Normal,Closed,social_media,2025-12-07 21:16:02,2025-12-08 05:51:26,2025-12-08 07:24:26,2025-12-08 07:24:26,8.09,9.69,2.0
ticket_2cf029cf-3d0c-491d-800a-83c911312645, huong_bui11103@gmail.com,Hương Bùi,Performance / Speed,App loads very slowly,App crashes every time I open a long workout session.,High,Solved,Email,2025-12-07 21:52:09,2025-12-09 19:18:42,2025-12-10 18:36:21,2025-12-10 18:36:21,44.51,68.42,2.0
ticket_2db00c38-0f58-4543-a125-fd12d4e52c07,vy_le97030@gmail.com,Vy Lê,Feedback / Complaint,Missing dark mode,The interface looks old compared to other apps.,Low,Solved,Email,2025-12-07 21:59:23,2025-12-08 00:14:36,2025-12-08 11:24:23,2025-12-08 11:24:23,2.12,12.95,
ticket_d0898d27-8682-4a9e-bebc-6a1c04597763, tuan.bui42411@gmail.com,Tuấn Bùi,Device / Compatibility,Dark mode text unreadable,Doesn't open properly on Samsung Galaxy S23 Ultra.,Normal,Closed,Chat,2025-12-08 00:28:23,2025-12-08 09:30:47,2025-12-09 09:30:47,2025-12-09 09:30:47,8.94,32.29,1.0
ticket_3370ce39-9015-4b32-b4dd-3ac4cbbbe9be,bui_phuc29065@gmail.com,Phúc Bùi,Feedback / Complaint,Too many ads in free version,The interface looks old compared to other apps.,Low,Closed,Chat,2025-12-08 00:54:37,2025-12-08 05:35:37,2025-12-08 11:42:01,2025-12-08 11:42:01,4.1,9.84,1.0
ticket_49f0ca00-6f8e-4e9f-93ce-8073639f9fae,le_dung55156@gmail.com,Dung Lê,Integration Errors,Webhook returns 500,Strava activities not showing up in the app.,Urgent,Closed,Chat,2025-12-08 02:03:03,2025-12-08 11:34:15,2025-12-11 00:54:27,2025-12-11 00:54:27,8.72,70.09,
ticket_c1f9e0de-e446-45e1-bd1d-fb53f3415e32,thao.phan18982@gmail.com,Thảo Phan,Feature Usage Help,How to enable daily reminders?,How do I download all my workout history as CSV?,Low,Closed,Web,2025-12-08 02:08:07,2025-12-08 06:50:31,2025-12-08 08:47:31,2025-12-08 08:47:31,4.39,6.19,3.0
ticket_6dd8005d-a1d5-4788-b7fc-a8a2fe17c776,ho.dung40370@gmail.com,Dung Hồ,Device / Compatibility,App crashes on iOS 19,App force closes immediately on my iPhone with iOS 19.,High,Pending,social_media,2025-12-08 02:12:37,,,2025-12-09 05:12:37,,,
ticket_5f9bfdfc-092e-4529-ace4-407da464ef13,quynh.bui59605@gmail.com ,Quỳnh Bùi,Performance / Speed,High battery usage,Videos keep buffering even on fast internet.,Urgent,Closed,social_media,2025-12-08 03:50:41,2025-12-09 08:52:05,2025-12-10 20:22:41,2025-12-10 20:22:41,28.19,63.9,1.0
ticket_66e74f44-8b38-4d47-aaf2-7dcbcd0e4917,pham_dung70844@gmail.com,Dung Phạm,Integration Errors,Webhook returns 500,Apple Health data not syncing after granting permission.,High,Solved,Web,2025-12-08 04:25:53,2025-12-09 06:57:53,2025-12-12 19:38:29,2025-12-12 19:38:29,25.7,110.26,
ticket_5a9558fd-291e-47e5-8789-eca09a7c06b3,huong.dang33385@gmail.com,Hương Đặng,Feature Usage Help,What does streak freeze mean?,Please tell me how to turn on daily push notifications.,Normal,Solved,Chat,2025-12-08 09:15:02,2025-12-10 17:18:38,2025-12-10 18:29:38,2025-12-10 18:29:38,55.91,56.41,
ticket_23c5fe0d-355c-4697-8bdd-84a79fb19639,nam.le33187@gmail.com,Nam Lê,Performance / Speed,Sync takes minutes,Main screen takes 15+ seconds to load on WiFi.,Urgent,Closed,social_media,2025-12-08 09:17:08,2025-12-08 19:00:08,2025-12-10 11:34:20,2025-12-10 11:34:20,9.1,49.82,2.0
ticket_b9cadef0-d4b6-491f-a007-f624381dcb2f,huong.ho37383@gmail.com,Hương Hồ,Login & Authentication,Account locked after failed attempts,2FA code keeps saying invalid though it's correct.,High,Pending,Chat,2025-12-08 09:44:02,,,2025-12-10 01:44:02,,,
ticket_98562962-4c9f-4e5c-b9cd-0f0263de362f,pham_quynh61296@gmail.com,Quỳnh Phạm,Performance / Speed,Sync takes minutes,App crashes every time I open a long workout session.,Normal,Closed,Chat,2025-12-08 09:48:06,2025-12-08 15:03:18,2025-12-08 22:50:30,2025-12-08 22:50:30,4.52,12.84,
ticket_3b3197ac-a2df-41be-9e49-c2b90dc70449,bui_linh21322@gmail.com,Linh Bùi,Feature Usage Help,How to enable daily reminders?,Please tell me how to turn on daily push notifications.,Low,Open,Web,2025-12-08 10:05:24,,,2025-12-11 02:05:24,,,
ticket_f52707fb-e2e3-49cb-bb5e-5fdb81e94140,ho.tuan62017@gmail.com,Tuấn Hồ,Feedback / Complaint,Too many ads in free version,Updates lately made content less helpful than before.,Normal,Closed,Web,2025-12-08 10:08:37,2025-12-08 15:09:13,2025-12-10 22:31:49,2025-12-10 22:31:49,4.46,59.42,
ticket_2283ceec-77e0-457b-b680-bc24f8e63f7e,anh.dang29036@gmail.com,Anh Đặng,Device / Compatibility,Incompatible with Android 15,Doesn't open properly on Samsung Galaxy S23 Ultra.,Normal,Open,Email,2025-12-08 10:22:50,,,2025-12-09 05:22:50,,,
ticket_f421a7bd-9032-4a94-aaf9-fe9a51064043,bui.nam99091@gmail.com,Nam Bùi,Feedback / Complaint,Content quality dropped recently,The interface looks old compared to other apps.,Urgent,Closed,Web,2025-12-08 10:27:42,2025-12-09 00:04:54,2025-12-10 15:30:18,2025-12-10 15:30:18,13.22,52.56,1.0
ticket_3c7e6a25-f994-437b-ab40-5da30738f556,phan.anh49918@gmail.com,Anh Phan,Feedback / Complaint,Too many ads in free version,"Ads appear too frequently in free plan, very annoying.",Normal,Pending,social_media,2025-12-08 10:42:28,,,2025-12-11 06:42:28,,,
ticket_886fd0bf-9e96-4039-962b-99841a4b6829,le.ngan74007@gmail.com,Ngân Lê,Integration Errors,Apple Health not connecting,Apple Health data not syncing after granting permission.,Normal,Closed,Chat,2025-12-08 11:59:48,2025-12-09 16:26:48,2025-12-12 16:38:48,2025-12-12 16:38:48,27.95,99.85,
ticket_41c89343-1bb1-49a7-bb4f-b67eab0e0c52,pham.anh36887@gmail.com,Anh Phạm,Performance / Speed,Frequent crashes on Android,Videos keep buffering even on fast internet.,Urgent,Solved,social_media,2025-12-08 12:27:11,2025-12-08 22:03:35,2025-12-11 19:19:23,2025-12-11 19:19:23,9.14,77.97,
ticket_48ca2d0f-14c6-49ec-a54b-7898596b2d3c,tran_minh57213@gmail.com,Minh Trần,Device / Compatibility,UI broken in tablet mode,App force closes immediately on my iPhone with iOS 19.,Low,Closed,Chat,2025-12-08 13:19:15,2025-12-08 23:43:15,2025-12-11 03:07:15,2025-12-11 03:07:15,9.45,61.1,
ticket_5d00a44d-94bd-4102-bb60-da90675d81c0,hung.ho23109@gmail.com,Hùng Hồ,Integration Errors,Apple Health not connecting,Tried connecting Google Calendar but fails with error 403.,High,Solved,Chat,2025-12-08 13:49:13,2025-12-09 00:04:01,2025-12-13 21:00:37,2025-12-13 21:00:37,10.03,127.19,1.0
ticket_aaf8b67c-3bec-4a41-9ad8-e6510e7f5d6a,tuan_phan73874@gmail.com,Tuấn Phan,Billing & Payment Issues,Double charge this cycle,Money was taken but subscription status not updated. Order ID attached.,Normal,New,Web,2025-12-08 14:25:32,2025-12-08 18:25:32,,2025-12-09 04:25:32,4.0,,
ticket_bb9a17df-d127-4a06-ac56-bdb3513a2c00,linh_nguyen85630@gmail.com,Linh Nguyễn,Login & Authentication,How to change email on account,Tried reset password but no email arrived in inbox or spam.,High,Closed,Web,2025-12-08 14:33:57,2025-12-08 23:51:33,2025-12-09 01:15:09,2025-12-09 01:15:09,8.81,10.27,2.0
ticket_bbdb2522-1c32-4884-ba28-f5be4a096547,bui.nam67751_at_gmail.com,Nam Bùi,Feature Usage Help,How to enable daily reminders?,How do I download all my workout history as CSV?,Urgent,Solved,social_media,2025-12-08 14:42:14,2025-12-09 06:09:50,2025-12-09 16:05:26,2025-12-09 16:05:26,15.36,24.92,1.0
ticket_2f26db30-24bc-4d3e-baa1-dafc9f744de6,linh.vu54601@gmail.com,Linh Vũ,Billing & Payment Issues,Request refund for last month,Money was taken but subscription status not updated. Order ID attached.,Normal,Pending,Chat,2025-12-08 15:03:24,2025-12-08 19:03:24,,2025-12-08 21:03:24,4.0,,
ticket_86077f0c-c629-4161-9966-227336c0d359,vu.anh68190@gmail.com ,Anh Vũ,Integration Errors,API timeout every time,Apple Health data not syncing after granting permission.,High,Pending,social_media,2025-12-08 15:03:30,,,2025-12-09 16:03:30,,,
ticket_f2d4f3da-deef-4ce2-ab33-017c41910574,thao_dang74607@gmail.com,Thảo Đặng,Billing & Payment Issues,Request refund for last month,I got charged $9.99 but still see free tier limits. Please fix and refund.,Normal,Closed,social_media,2025-12-08 15:43:58,2025-12-09 00:31:46,2025-12-09 07:35:34,2025-12-09 07:35:34,8.48,15.81,
ticket_ac4ea718-fd4e-4947-a56f-4510ec69fb76,huong.le78038@gmail.com,Hương Lê,Feature Usage Help,What does streak freeze mean?,Please tell me how to turn on daily push notifications.,Normal,Solved,social_media,2025-12-08 15:59:19,2025-12-09 02:02:55,2025-12-09 05:41:07,2025-12-09 05:41:07,10.01,13.28,3.0
ticket_d20d9924-4928-4eff-ba85-abb1a326f0b0,bui.huy73232@gmail.com,Huy Bùi,Performance / Speed,Video buffering forever,Videos keep buffering even on fast internet.,Urgent,Solved,Email,2025-12-08 16:06:45,2025-12-11 08:20:48,2025-12-11 19:02:33,2025-12-11 19:02:33,63.68,74.63,1.0
ticket_405f96a6-3e66-4bc2-ad2d-aba7ee567215,linh_ho72513@gmail.com,Linh Hồ,Login & Authentication,2FA code always invalid,"Account got locked, can't log in even with correct password.",Urgent,Closed,Email,2025-12-08 16:27:32,2025-12-09 14:20:49,2025-12-09 14:40:49,2025-12-09 14:40:49,20.99,21.49,1.0
ticket_c5ae1d06-d7aa-42de-bbd3-6313b06103d0,duc_do39684@gmail.com,Đức Đỗ,Device / Compatibility,UI broken in tablet mode,App force closes immediately on my iPhone with iOS 19.,Normal,Pending,Email,2025-12-08 16:33:54,,,2025-12-08 19:33:54,,,
ticket_e334948a-cc49-45b1-a4c0-bd174adcfb2a,nguyen_thao21751@gmail.com,Thảo Nguyễn,Integration Errors,Apple Health not connecting,Apple Health data not syncing after granting permission.,Urgent,New,Web,2025-12-08 16:55:41,,,2025-12-08 22:55:41,,,
ticket_89b479b2-b496-4bae-9b47-6e72128772ba,nguyen.duc97900@gmail.com,Đức Nguyễn,Performance / Speed,Frequent crashes on Android,Videos keep buffering even on fast internet.,Normal,Open,social_media,2025-12-08 17:07:06,2025-12-08 21:07:06,,2025-12-10 14:07:06,4.0,,
ticket_96ee005d-223b-46f3-ad4b-6ed68c9e9c0a,linh_le86250@gmail.com,Linh Lê,Integration Errors,API timeout every time,Strava activities not showing up in the app.,Low,Closed,Email,2025-12-08 17:20:44,2025-12-08 19:05:26,2025-12-09 20:18:20,2025-12-09 20:18:20,1.28,26.61,2.0
